order_id,order_date,customer_id,cust_type,channel,region,category,product,qty,unit_price,revenue
INV-70225,2025-06-05,C1064,loyal,Shopee,Jabodetabek,Rumah Tangga,Organizer Laci,1,78000,78000
INV-71075,2025-06-05,C1302,champion,Offline Store,Jabodetabek,Fashion,Dress Casual,1,225000,225000
INV-70429,2025-06-06,C1122,loyal,Offline Store,Jawa Barat,Fashion,Celana Chino,1,195000,195000
INV-70001,2025-06-06,C1000,loyal,Tokopedia,Jawa Barat,Elektronik,Power Bank 20K,4,185000,740000
INV-70699,2025-06-06,C1194,onetime,Shopee,Sumatera,Kecantikan,Lip Tint,1,65000,65000
INV-71476,2025-06-07,C1408,regular,Shopee,Lainnya,Elektronik,Smartwatch,2,450000,900000
INV-70226,2025-06-07,C1064,loyal,TikTok Shop,Jabodetabek,Kecantikan,Masker Wajah (5s),4,55000,220000
INV-70290,2025-06-07,C1083,loyal,Offline Store,Jawa Timur,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-71005,2025-06-07,C1287,champion,Shopee,Jawa Barat,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70493,2025-06-07,C1139,champion,TikTok Shop,Jabodetabek,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70101,2025-06-08,C1029,champion,Tokopedia,Jawa Timur,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70859,2025-06-08,C1241,occasional,TikTok Shop,Sumatera,Elektronik,Webcam HD,1,210000,210000
INV-71502,2025-06-08,C1412,champion,TikTok Shop,Jabodetabek,Makanan,Madu Hutan 250ml,3,110000,330000
INV-70200,2025-06-09,C1057,regular,Offline Store,Jawa Timur,Elektronik,Webcam HD,3,210000,630000
INV-70321,2025-06-10,C1089,onetime,Shopee,Jabodetabek,Rumah Tangga,Diffuser Aroma,1,195000,195000
INV-70700,2025-06-10,C1195,champion,Tokopedia,Jabodetabek,Kecantikan,Masker Wajah (5s),1,55000,55000
INV-71294,2025-06-10,C1359,champion,TikTok Shop,Sumatera,Rumah Tangga,Set Wadah Kedap,4,135000,540000
INV-70254,2025-06-11,C1072,champion,Tokopedia,Jawa Timur,Fashion,Dress Casual,1,225000,225000
INV-71389,2025-06-11,C1384,regular,Tokopedia,Sumatera,Rumah Tangga,Set Wadah Kedap,4,135000,540000
INV-70069,2025-06-11,C1021,loyal,Shopee,Jabodetabek,Kecantikan,Serum Vit C,1,145000,145000
INV-70307,2025-06-11,C1086,onetime,Offline Store,Jawa Barat,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-71461,2025-06-12,C1404,loyal,Offline Store,Jawa Timur,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70519,2025-06-12,C1142,champion,Offline Store,Lainnya,Elektronik,Power Bank 20K,1,185000,185000
INV-71506,2025-06-12,C1413,occasional,Shopee,Jabodetabek,Elektronik,Webcam HD,4,210000,840000
INV-70426,2025-06-12,C1120,occasional,Offline Store,Lainnya,Kecantikan,Masker Wajah (5s),1,55000,55000
INV-70708,2025-06-13,C1195,champion,TikTok Shop,Jabodetabek,Fashion,Celana Chino,1,195000,195000
INV-70112,2025-06-13,C1033,regular,Offline Store,Jabodetabek,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70587,2025-06-14,C1159,regular,Shopee,Jawa Timur,Rumah Tangga,Diffuser Aroma,1,195000,195000
INV-70050,2025-06-14,C1012,loyal,Offline Store,Jawa Tengah,Elektronik,Earbuds TWS,1,265000,265000
INV-70065,2025-06-14,C1019,occasional,Offline Store,Jawa Timur,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-71232,2025-06-14,C1349,champion,Offline Store,Jabodetabek,Kecantikan,Masker Wajah (5s),2,55000,110000
INV-70009,2025-06-14,C1002,loyal,TikTok Shop,Jabodetabek,Kecantikan,Masker Wajah (5s),2,55000,110000
INV-70180,2025-06-14,C1050,regular,TikTok Shop,Jabodetabek,Fashion,Celana Chino,3,195000,585000
INV-71017,2025-06-15,C1290,loyal,Shopee,Jawa Tengah,Kecantikan,Masker Wajah (5s),1,55000,55000
INV-71495,2025-06-15,C1412,champion,TikTok Shop,Sumatera,Rumah Tangga,Organizer Laci,2,78000,156000
INV-70205,2025-06-15,C1058,regular,Shopee,Jawa Tengah,Kecantikan,Serum Vit C,2,145000,290000
INV-71249,2025-06-16,C1352,loyal,Tokopedia,Lainnya,Makanan,Madu Hutan 250ml,1,110000,110000
INV-70227,2025-06-16,C1064,loyal,TikTok Shop,Lainnya,Rumah Tangga,Organizer Laci,4,78000,312000
INV-70707,2025-06-17,C1195,champion,TikTok Shop,Sumatera,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-71151,2025-06-18,C1326,loyal,TikTok Shop,Jawa Timur,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-71444,2025-06-18,C1398,regular,Offline Store,Jawa Barat,Elektronik,Webcam HD,4,210000,840000
INV-70635,2025-06-18,C1173,loyal,Offline Store,Jabodetabek,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-71244,2025-06-18,C1351,loyal,Offline Store,Jawa Timur,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70333,2025-06-18,C1090,champion,Shopee,Sumatera,Elektronik,Power Bank 20K,1,185000,185000
INV-71025,2025-06-18,C1291,regular,Tokopedia,Jabodetabek,Rumah Tangga,Organizer Laci,1,78000,78000
INV-71214,2025-06-18,C1345,onetime,TikTok Shop,Jabodetabek,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-70071,2025-06-19,C1021,loyal,TikTok Shop,Jabodetabek,Rumah Tangga,Diffuser Aroma,3,195000,585000
INV-71011,2025-06-19,C1287,champion,Shopee,Jawa Barat,Elektronik,Webcam HD,1,210000,210000
INV-70256,2025-06-21,C1072,champion,Offline Store,Jawa Barat,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-71198,2025-06-21,C1338,regular,Offline Store,Jabodetabek,Elektronik,Power Bank 20K,4,185000,740000
INV-70671,2025-06-21,C1184,loyal,Shopee,Jabodetabek,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70617,2025-06-21,C1167,occasional,Tokopedia,Sumatera,Elektronik,Webcam HD,1,210000,210000
INV-70463,2025-06-22,C1132,regular,TikTok Shop,Lainnya,Kecantikan,Masker Wajah (5s),1,55000,55000
INV-70345,2025-06-22,C1093,champion,Shopee,Jawa Timur,Fashion,Dress Casual,4,225000,900000
INV-70531,2025-06-23,C1147,regular,Shopee,Jawa Tengah,Rumah Tangga,Set Wadah Kedap,4,135000,540000
INV-70228,2025-06-23,C1064,loyal,Tokopedia,Jawa Timur,Kecantikan,Serum Vit C,3,145000,435000
INV-70848,2025-06-23,C1237,champion,Tokopedia,Jawa Tengah,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70473,2025-06-23,C1136,occasional,TikTok Shop,Jawa Barat,Elektronik,Webcam HD,4,210000,840000
INV-70997,2025-06-24,C1287,champion,Shopee,Sumatera,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70258,2025-06-24,C1072,champion,TikTok Shop,Jawa Tengah,Makanan,Granola 500g,2,92000,184000
INV-70729,2025-06-24,C1206,regular,TikTok Shop,Jabodetabek,Makanan,Granola 500g,1,92000,92000
INV-70081,2025-06-24,C1025,loyal,Offline Store,Jabodetabek,Elektronik,Power Bank 20K,3,185000,555000
INV-71169,2025-06-25,C1331,regular,TikTok Shop,Lainnya,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-70709,2025-06-25,C1196,occasional,Offline Store,Jawa Tengah,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-70262,2025-06-25,C1074,regular,TikTok Shop,Jabodetabek,Elektronik,Webcam HD,4,210000,840000
INV-70223,2025-06-25,C1062,occasional,Shopee,Jawa Barat,Makanan,Granola 500g,3,92000,276000
INV-70524,2025-06-25,C1145,occasional,Shopee,Jabodetabek,Kecantikan,Serum Vit C,1,145000,145000
INV-70389,2025-06-25,C1111,champion,Offline Store,Jabodetabek,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70399,2025-06-26,C1112,loyal,Tokopedia,Jabodetabek,Elektronik,Power Bank 20K,2,185000,370000
INV-71428,2025-06-26,C1394,loyal,TikTok Shop,Sumatera,Rumah Tangga,Set Wadah Kedap,4,135000,540000
INV-70407,2025-06-26,C1113,loyal,Shopee,Jawa Tengah,Elektronik,Keyboard Mekanik,2,380000,760000
INV-70019,2025-06-27,C1003,regular,TikTok Shop,Jawa Tengah,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-71487,2025-06-27,C1409,loyal,Offline Store,Jabodetabek,Rumah Tangga,Karpet Bulu,1,240000,240000
INV-70768,2025-06-27,C1215,loyal,Shopee,Jabodetabek,Elektronik,Earbuds TWS,1,265000,265000
INV-70798,2025-06-27,C1224,regular,Tokopedia,Jabodetabek,Fashion,Celana Chino,1,195000,195000
INV-71182,2025-06-27,C1334,champion,TikTok Shop,Jabodetabek,Fashion,Celana Chino,2,195000,390000
INV-70439,2025-06-27,C1123,regular,Shopee,Jawa Barat,Elektronik,Webcam HD,2,210000,420000
INV-70397,2025-06-27,C1112,loyal,Shopee,Jawa Barat,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70666,2025-07-01,C1183,regular,TikTok Shop,Jabodetabek,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-70834,2025-07-01,C1235,regular,Offline Store,Jawa Timur,Fashion,Celana Chino,1,195000,195000
INV-70478,2025-07-01,C1137,loyal,TikTok Shop,Sumatera,Kecantikan,Masker Wajah (5s),2,55000,110000
INV-71110,2025-07-01,C1310,loyal,Offline Store,Jawa Barat,Elektronik,Power Bank 20K,2,185000,370000
INV-71383,2025-07-02,C1383,loyal,Shopee,Lainnya,Rumah Tangga,Organizer Laci,1,78000,78000
INV-71450,2025-07-02,C1401,occasional,Tokopedia,Sumatera,Elektronik,Earbuds TWS,1,265000,265000
INV-70396,2025-07-03,C1111,champion,Tokopedia,Jawa Barat,Kecantikan,Masker Wajah (5s),2,55000,110000
INV-71139,2025-07-03,C1322,loyal,TikTok Shop,Jawa Barat,Makanan,Granola 500g,4,92000,368000
INV-71213,2025-07-03,C1344,loyal,Tokopedia,Jabodetabek,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-70068,2025-07-03,C1021,loyal,Tokopedia,Jawa Barat,Elektronik,Smartwatch,2,450000,900000
INV-70452,2025-07-03,C1129,regular,Tokopedia,Jabodetabek,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70810,2025-07-04,C1227,occasional,Shopee,Jabodetabek,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-71184,2025-07-05,C1334,champion,TikTok Shop,Jabodetabek,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-71310,2025-07-06,C1364,champion,TikTok Shop,Jabodetabek,Rumah Tangga,Set Wadah Kedap,4,135000,540000
INV-70040,2025-07-06,C1010,occasional,Shopee,Jabodetabek,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-71339,2025-07-06,C1369,loyal,Shopee,Jawa Barat,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-71063,2025-07-06,C1301,regular,Shopee,Jabodetabek,Makanan,Granola 500g,2,92000,184000
INV-71043,2025-07-06,C1295,regular,Offline Store,Jabodetabek,Rumah Tangga,Organizer Laci,2,78000,156000
INV-70795,2025-07-09,C1223,loyal,Shopee,Sumatera,Rumah Tangga,Set Wadah Kedap,4,135000,540000
INV-70684,2025-07-10,C1186,loyal,TikTok Shop,Jabodetabek,Kecantikan,Serum Vit C,1,145000,145000
INV-71099,2025-07-10,C1308,onetime,Offline Store,Jawa Tengah,Elektronik,Power Bank 20K,3,185000,555000
INV-70160,2025-07-10,C1048,occasional,Shopee,Lainnya,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-70107,2025-07-11,C1030,onetime,Tokopedia,Jabodetabek,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-71095,2025-07-11,C1306,loyal,TikTok Shop,Jabodetabek,Elektronik,Webcam HD,2,210000,420000
INV-70312,2025-07-11,C1088,champion,Shopee,Jawa Timur,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70825,2025-07-12,C1233,regular,Shopee,Jawa Barat,Kecantikan,Masker Wajah (5s),2,55000,110000
INV-71326,2025-07-13,C1365,regular,Tokopedia,Jawa Barat,Makanan,Keripik Sehat,2,45000,90000
INV-70049,2025-07-13,C1012,loyal,Offline Store,Jawa Barat,Elektronik,Webcam HD,1,210000,210000
INV-70024,2025-07-13,C1004,loyal,Shopee,Jawa Tengah,Elektronik,Webcam HD,1,210000,210000
INV-71035,2025-07-14,C1294,loyal,Offline Store,Jawa Tengah,Rumah Tangga,Organizer Laci,1,78000,78000
INV-70601,2025-07-14,C1161,champion,TikTok Shop,Sumatera,Elektronik,Power Bank 20K,1,185000,185000
INV-70777,2025-07-15,C1220,loyal,Shopee,Jawa Tengah,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-70472,2025-07-15,C1135,regular,TikTok Shop,Jawa Timur,Rumah Tangga,Organizer Laci,3,78000,234000
INV-70958,2025-07-15,C1272,regular,Shopee,Jabodetabek,Elektronik,Power Bank 20K,1,185000,185000
INV-71561,2025-07-15,C1428,loyal,Shopee,Jabodetabek,Rumah Tangga,Set Wadah Kedap,4,135000,540000
INV-70353,2025-07-16,C1096,occasional,TikTok Shop,Jawa Barat,Rumah Tangga,Organizer Laci,2,78000,156000
INV-70899,2025-07-16,C1252,regular,TikTok Shop,Jawa Timur,Rumah Tangga,Set Wadah Kedap,4,135000,540000
INV-70330,2025-07-16,C1090,champion,TikTok Shop,Jawa Tengah,Rumah Tangga,Diffuser Aroma,3,195000,585000
INV-70876,2025-07-16,C1246,champion,TikTok Shop,Jabodetabek,Rumah Tangga,Organizer Laci,2,78000,156000
INV-70855,2025-07-16,C1240,loyal,TikTok Shop,Jabodetabek,Makanan,Keripik Sehat,1,45000,45000
INV-71312,2025-07-17,C1364,champion,Tokopedia,Sumatera,Kecantikan,Masker Wajah (5s),4,55000,220000
INV-70726,2025-07-18,C1203,regular,Shopee,Jawa Barat,Makanan,Granola 500g,3,92000,276000
INV-70753,2025-07-18,C1210,loyal,Shopee,Jawa Timur,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-70334,2025-07-18,C1091,onetime,Tokopedia,Jawa Barat,Elektronik,Power Bank 20K,2,185000,370000
INV-70857,2025-07-19,C1240,loyal,Tokopedia,Jawa Timur,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-70837,2025-07-19,C1236,onetime,Offline Store,Jawa Barat,Rumah Tangga,Diffuser Aroma,2,195000,390000
INV-70494,2025-07-19,C1139,champion,Shopee,Jabodetabek,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-70036,2025-07-19,C1008,regular,Tokopedia,Jawa Tengah,Makanan,Granola 500g,4,92000,368000
INV-70811,2025-07-20,C1228,onetime,Shopee,Jabodetabek,Elektronik,Smartwatch,2,450000,900000
INV-71421,2025-07-20,C1393,regular,Tokopedia,Jawa Barat,Rumah Tangga,Organizer Laci,1,78000,78000
INV-71379,2025-07-20,C1382,regular,Shopee,Jawa Tengah,Fashion,Celana Chino,1,195000,195000
INV-71065,2025-07-21,C1301,regular,Shopee,Jabodetabek,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-71146,2025-07-21,C1325,regular,Shopee,Jawa Timur,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-71145,2025-07-21,C1324,occasional,Shopee,Jabodetabek,Fashion,Celana Chino,2,195000,390000
INV-70869,2025-07-21,C1245,regular,TikTok Shop,Jawa Tengah,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70544,2025-07-21,C1150,champion,TikTok Shop,Jabodetabek,Rumah Tangga,Organizer Laci,2,78000,156000
INV-70738,2025-07-21,C1207,loyal,Shopee,Jawa Tengah,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-70496,2025-07-22,C1139,champion,TikTok Shop,Sumatera,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-71254,2025-07-23,C1353,loyal,Shopee,Sumatera,Kecantikan,Masker Wajah (5s),2,55000,110000
INV-70236,2025-07-24,C1066,loyal,TikTok Shop,Sumatera,Elektronik,Keyboard Mekanik,2,380000,760000
INV-70464,2025-07-25,C1132,regular,Tokopedia,Jawa Timur,Elektronik,Keyboard Mekanik,4,380000,1520000
INV-71193,2025-07-25,C1335,regular,Shopee,Jawa Barat,Makanan,Granola 500g,2,92000,184000
INV-70198,2025-07-25,C1056,loyal,Tokopedia,Lainnya,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70849,2025-07-25,C1238,onetime,TikTok Shop,Jabodetabek,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70021,2025-07-27,C1003,regular,TikTok Shop,Jawa Barat,Kecantikan,Masker Wajah (5s),2,55000,110000
INV-70046,2025-07-27,C1012,loyal,Offline Store,Jabodetabek,Fashion,Dress Casual,1,225000,225000
INV-70404,2025-07-27,C1112,loyal,Tokopedia,Sumatera,Rumah Tangga,Lampu Meja LED,2,165000,330000
INV-71485,2025-08-01,C1409,loyal,Shopee,Jawa Timur,Rumah Tangga,Organizer Laci,4,78000,312000
INV-70249,2025-08-01,C1072,champion,Shopee,Jawa Tengah,Elektronik,Smartwatch,1,450000,450000
INV-70741,2025-08-01,C1207,loyal,Shopee,Jawa Tengah,Rumah Tangga,Diffuser Aroma,1,195000,195000
INV-71220,2025-08-01,C1347,occasional,Tokopedia,Jawa Barat,Rumah Tangga,Organizer Laci,2,78000,156000
INV-70688,2025-08-02,C1188,occasional,Shopee,Jabodetabek,Kecantikan,Masker Wajah (5s),1,55000,55000
INV-70329,2025-08-02,C1090,champion,Tokopedia,Jabodetabek,Fashion,Celana Chino,2,195000,390000
INV-70820,2025-08-03,C1232,onetime,Shopee,Jabodetabek,Fashion,Celana Chino,4,195000,780000
INV-70942,2025-08-03,C1265,loyal,TikTok Shop,Jabodetabek,Makanan,Madu Hutan 250ml,2,110000,220000
INV-71274,2025-08-04,C1358,champion,TikTok Shop,Jabodetabek,Kecantikan,Masker Wajah (5s),4,55000,220000
INV-70384,2025-08-04,C1111,champion,Shopee,Sumatera,Elektronik,Webcam HD,2,210000,420000
INV-70909,2025-08-04,C1257,regular,Offline Store,Jawa Tengah,Elektronik,Webcam HD,3,210000,630000
INV-71480,2025-08-04,C1409,loyal,Shopee,Jabodetabek,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-70872,2025-08-04,C1246,champion,Tokopedia,Jawa Tengah,Fashion,Kemeja Linen,2,185000,370000
INV-71242,2025-08-05,C1349,champion,Tokopedia,Jawa Barat,Elektronik,Webcam HD,3,210000,630000
INV-71430,2025-08-06,C1394,loyal,TikTok Shop,Jawa Timur,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70115,2025-08-06,C1035,onetime,TikTok Shop,Jabodetabek,Elektronik,Power Bank 20K,1,185000,185000
INV-71267,2025-08-06,C1358,champion,TikTok Shop,Jabodetabek,Elektronik,Keyboard Mekanik,1,380000,380000
INV-70119,2025-08-06,C1038,champion,Tokopedia,Sumatera,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-70171,2025-08-07,C1049,champion,Tokopedia,Jawa Tengah,Elektronik,Earbuds TWS,3,265000,795000
INV-70325,2025-08-07,C1090,champion,Shopee,Jabodetabek,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70808,2025-08-07,C1227,occasional,Tokopedia,Jawa Timur,Makanan,Granola 500g,1,92000,92000
INV-71344,2025-08-07,C1369,loyal,TikTok Shop,Jabodetabek,Rumah Tangga,Organizer Laci,2,78000,156000
INV-70358,2025-08-08,C1098,onetime,TikTok Shop,Sumatera,Elektronik,Webcam HD,1,210000,210000
INV-70029,2025-08-08,C1006,regular,Offline Store,Sumatera,Elektronik,Smartwatch,2,450000,900000
INV-71192,2025-08-08,C1335,regular,Offline Store,Jabodetabek,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70066,2025-08-08,C1019,occasional,Tokopedia,Jabodetabek,Kecantikan,Toner Glow,1,88000,88000
INV-70541,2025-08-08,C1149,loyal,Offline Store,Jabodetabek,Fashion,Celana Chino,1,195000,195000
INV-71529,2025-08-09,C1420,regular,Shopee,Jawa Timur,Rumah Tangga,Set Wadah Kedap,4,135000,540000
INV-71386,2025-08-09,C1384,regular,Tokopedia,Sumatera,Rumah Tangga,Organizer Laci,1,78000,78000
INV-70322,2025-08-09,C1090,champion,Tokopedia,Jabodetabek,Fashion,Kemeja Linen,1,185000,185000
INV-70194,2025-08-10,C1056,loyal,Tokopedia,Jawa Timur,Kecantikan,Lip Tint,2,65000,130000
INV-71478,2025-08-10,C1408,regular,Offline Store,Jabodetabek,Fashion,Celana Chino,4,195000,780000
INV-71255,2025-08-10,C1353,loyal,Shopee,Jawa Timur,Rumah Tangga,Set Wadah Kedap,4,135000,540000
INV-70589,2025-08-10,C1160,occasional,TikTok Shop,Jabodetabek,Elektronik,Earbuds TWS,2,265000,530000
INV-70424,2025-08-11,C1119,regular,Shopee,Sumatera,Fashion,Kaos Premium,1,95000,95000
INV-70182,2025-08-11,C1051,onetime,Tokopedia,Jawa Tengah,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70963,2025-08-11,C1273,loyal,TikTok Shop,Jabodetabek,Elektronik,Webcam HD,4,210000,840000
INV-70278,2025-08-11,C1078,regular,Tokopedia,Jabodetabek,Elektronik,Earbuds TWS,2,265000,530000
INV-71186,2025-08-12,C1334,champion,Tokopedia,Jabodetabek,Elektronik,Earbuds TWS,4,265000,1060000
INV-71314,2025-08-12,C1364,champion,Offline Store,Jawa Barat,Elektronik,Webcam HD,2,210000,420000
INV-70511,2025-08-12,C1142,champion,Shopee,Jabodetabek,Makanan,Teh Herbal (15s),3,58000,174000
INV-70886,2025-08-12,C1248,regular,Shopee,Jawa Barat,Rumah Tangga,Set Wadah Kedap,2,135000,270000
INV-70076,2025-08-12,C1025,loyal,Tokopedia,Jabodetabek,Makanan,Granola 500g,2,92000,184000
INV-71142,2025-08-13,C1322,loyal,TikTok Shop,Jawa Timur,Kecantikan,Masker Wajah (5s),1,55000,55000
INV-71372,2025-08-14,C1378,regular,Tokopedia,Jawa Timur,Elektronik,Power Bank 20K,1,185000,185000
INV-70086,2025-08-14,C1025,loyal,Tokopedia,Jabodetabek,Elektronik,Power Bank 20K,1,185000,185000
INV-71374,2025-08-16,C1380,onetime,Shopee,Jawa Tengah,Rumah Tangga,Organizer Laci,2,78000,156000
INV-70093,2025-08-16,C1028,occasional,Shopee,Jabodetabek,Makanan,Granola 500g,1,92000,92000
INV-71541,2025-08-16,C1424,loyal,Shopee,Jawa Tengah,Rumah Tangga,Diffuser Aroma,1,195000,195000
INV-70072,2025-08-16,C1021,loyal,Shopee,Sumatera,Makanan,Granola 500g,1,92000,92000
INV-70702,2025-08-17,C1195,champion,Tokopedia,Jawa Timur,Elektronik,Power Bank 20K,1,185000,185000
INV-70842,2025-08-17,C1237,champion,TikTok Shop,Jawa Tengah,Elektronik,Power Bank 20K,1,185000,185000
INV-71402,2025-08-17,C1386,loyal,Shopee,Jawa Tengah,Makanan,Granola 500g,2,92000,184000
INV-70569,2025-08-17,C1156,champion,Tokopedia,Jawa Barat,Kecantikan,Masker Wajah (5s),1,55000,55000
INV-70660,2025-08-19,C1179,loyal,TikTok Shop,Jabodetabek,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-71493,2025-08-19,C1411,regular,TikTok Shop,Jawa Tengah,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70221,2025-08-20,C1061,occasional,Offline Store,Jabodetabek,Makanan,Granola 500g,4,92000,368000
INV-70882,2025-08-20,C1247,champion,Shopee,Jabodetabek,Rumah Tangga,Organizer Laci,4,78000,312000
INV-70851,2025-08-20,C1239,onetime,Offline Store,Jabodetabek,Rumah Tangga,Organizer Laci,1,78000,78000
INV-71354,2025-08-20,C1374,onetime,Shopee,Sumatera,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-71054,2025-08-21,C1299,occasional,TikTok Shop,Sumatera,Rumah Tangga,Set Wadah Kedap,3,135000,405000
INV-70550,2025-08-21,C1151,regular,TikTok Shop,Jawa Barat,Makanan,Granola 500g,2,92000,184000
INV-71117,2025-08-21,C1312,champion,Offline Store,Jawa Barat,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70847,2025-08-21,C1237,champion,Shopee,Jabodetabek,Rumah Tangga,Diffuser Aroma,3,195000,585000
INV-70773,2025-08-22,C1217,regular,Shopee,Jabodetabek,Fashion,Kaos Premium,2,95000,190000
INV-71301,2025-08-23,C1361,champion,TikTok Shop,Sumatera,Makanan,Granola 500g,2,92000,184000
INV-70530,2025-08-23,C1146,occasional,Offline Store,Jabodetabek,Rumah Tangga,Organizer Laci,4,78000,312000
INV-70126,2025-08-23,C1038,champion,Shopee,Sumatera,Rumah Tangga,Diffuser Aroma,2,195000,390000
INV-71464,2025-08-24,C1404,loyal,Shopee,Lainnya,Elektronik,Webcam HD,4,210000,840000
INV-71357,2025-08-25,C1375,occasional,Offline Store,Jabodetabek,Rumah Tangga,Set Wadah Kedap,1,135000,135000
INV-70109,2025-08-25,C1032,occasional,Tokopedia,Lainnya,Elektronik,Webcam HD,2,210000,420000
INV-70367,2025-08-26,C1103,occasional,Offline Store,Jabodetabek,Kecantikan,Masker Wajah (5s),2,55000,110000
INV-71205,2025-08-26,C1341,regular,TikTok Shop,Jawa Tengah,Rumah Tangga,Set Wadah Kedap,4,135000,540000
INV-70646,2025-08-26,C1176,onetime,Tokopedia,Jabodetabek,Kecantikan,Serum Vit C,1,145000,145000
INV-70603,2025-08-26,C1161,champion,TikTok Shop,Lainnya,Makanan,Teh Herbal (15s),2,58000,116000
INV-70495,2025-08-27,C1139,champion,Shopee,Jawa Tengah,Rumah Tangga,Organizer Laci,1,78000,78000
INV-70273,2025-09-01,C1077,regular,Offline Store,Jabodetabek,Fashion,Celana Chino,1,195000,195000
INV-71250,2025-09-01,C1352,loyal,TikTok Shop,Jabodetabek,Rumah Tangga,Organizer Laci,1,78000,78000
INV-71409,2025-09-01,C1389,regular,Shopee,Jabodetabek,Rumah Tangga,Set Wadah Kedap,4,135000,540000
INV-71111,2025-09-01,C1311,regular,Shopee,Sumatera,Fashion,Celana Chino,2,195000,390000
INV-70108,2025-09-01,C1031,regular,Shopee,Jawa Barat,Elektronik,Power Bank 20K,4,185000,740000
INV-70477,2025-09-01,C1137,loyal,Tokopedia,Jabodetabek,Fashion,Kaos Premium,1,95000,95000
INV-71006,2025-09-02,C1287,champion,Shopee,Jabodetabek,Rumah Tangga,Organizer Laci,2,78000,156000
INV-70745,2025-09-02,C1209,onetime,Shopee,Lainnya,Makanan,Granola 500g,3,92000,276000
INV-71021,2025-09-03,C1290,loyal,Offline Store,Jawa Timur,Kecantikan,Masker Wajah (5s),1,55000,55000
INV-70133,2025-09-03,C1038,champion,Offline Store,Jawa Timur,Rumah Tangga,Organizer Laci,2,78000,156000
INV-70156,2025-09-03,C1047,regular,TikTok Shop,Jawa Timur,Fashion,Kemeja Linen,4,185000,740000
INV-70015,2025-09-03,C1003,regular,Tokopedia,Jawa Tengah,Elektronik,Earbuds TWS,2,265000,530000
INV-71286,2025-09-03,C1359,champion,Tokopedia,Jawa Barat,Rumah Tangga,Set Wadah Kedap,4,135000,540000
INV-70248,2025-09-03,C1072,champion,Offline Store,Jawa Timur,Elektronik,Webcam HD,1,210000,210000
INV-71259,2025-09-04,C1356,occasional,Shopee,Sumatera,Elektronik,Earbuds TWS,1,265000,265000
